block,flat_type,unit_no,floor,stack,status,size,cost
101A,4-Room,#11-153,11,153,available,93 Sqm,"$499,800"
101A,4-Room,#12-153,12,153,available,93 Sqm,"$501,200"
101A,4-Room,#13-153,13,153,available,93 Sqm,"$502,600"
101A,4-Room,#14-153,14,153,booked,,
101A,4-Room,#15-153,15,153,booked,,
101A,4-Room,#16-153,16,153,booked,,
101A,4-Room,#04-155,04,155,available,93 Sqm,"$484,900"
101A,4-Room,#05-155,05,155,available,93 Sqm,"$493,800"
101A,4-Room,#06-155,06,155,available,93 Sqm,"$497,300"
101A,4-Room,#07-155,07,155,available,93 Sqm,"$509,700"
101A,4-Room,#08-155,08,155,available,93 Sqm,"$513,200"
101A,4-Room,#09-155,09,155,available,93 Sqm,"$514,600"
101A,4-Room,#10-155,10,155,booked,,
101A,4-Room,#11-155,11,155,booked,,
101A,4-Room,#12-155,12,155,booked,,
101A,4-Room,#13-155,13,155,booked,,
101A,4-Room,#14-155,14,155,available,93 Sqm,"$521,600"
101A,4-Room,#15-155,15,155,booked,,
101A,4-Room,#16-155,16,155,available,93 Sqm,"$523,000"
102A,2-Room Flexi (Short Lease/99-Year Lease),#04-177,04,177,available,38 Sqm,"$57,000 - 15 Years
$68,400 - 20 Years
$77,800 - 25 Years
$85,500 - 30 Years
$92,000 - 35 Years
$97,600 - 40 Years
$102,300 - 45 Years
$170,900 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#05-177,05,177,available,38 Sqm,"$59,400 - 15 Years
$71,300 - 20 Years
$81,100 - 25 Years
$89,100 - 30 Years
$95,900 - 35 Years
$101,700 - 40 Years
$106,600 - 45 Years
$178,200 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#06-177,06,177,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#07-177,07,177,available,38 Sqm,"$60,700 - 15 Years
$72,900 - 20 Years
$82,900 - 25 Years
$91,100 - 30 Years
$98,100 - 35 Years
$104,000 - 40 Years
$109,000 - 45 Years
$182,200 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#08-177,08,177,available,38 Sqm,"$61,400 - 15 Years
$73,700 - 20 Years
$83,800 - 25 Years
$92,100 - 30 Years
$99,200 - 35 Years
$105,100 - 40 Years
$110,200 - 45 Years
$184,200 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#09-177,09,177,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#10-177,10,177,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#11-177,11,177,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#12-177,12,177,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#13-177,13,177,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#14-177,14,177,available,38 Sqm,"$62,700 - 15 Years
$75,300 - 20 Years
$85,600 - 25 Years
$94,100 - 30 Years
$101,300 - 35 Years
$107,400 - 40 Years
$112,600 - 45 Years
$188,200 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#04-179,04,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#05-179,05,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#06-179,06,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#07-179,07,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#08-179,08,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#09-179,09,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#10-179,10,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#11-179,11,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#12-179,12,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#13-179,13,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#14-179,14,179,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#04-181,04,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#05-181,05,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#06-181,06,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#07-181,07,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#08-181,08,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#09-181,09,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#10-181,10,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#11-181,11,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#12-181,12,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#13-181,13,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#14-181,14,181,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#04-183,04,183,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#05-183,05,183,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#06-183,06,183,available,38 Sqm,"$57,900 - 15 Years
$69,500 - 20 Years
$79,100 - 25 Years
$86,900 - 30 Years
$93,600 - 35 Years
$99,200 - 40 Years
$104,000 - 45 Years
$173,800 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#07-183,07,183,available,38 Sqm,"$58,600 - 15 Years
$70,300 - 20 Years
$80,000 - 25 Years
$87,900 - 30 Years
$94,600 - 35 Years
$100,400 - 40 Years
$105,200 - 45 Years
$175,800 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#08-183,08,183,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#09-183,09,183,available,38 Sqm,"$59,500 - 15 Years
$71,400 - 20 Years
$81,300 - 25 Years
$89,300 - 30 Years
$96,100 - 35 Years
$102,000 - 40 Years
$106,900 - 45 Years
$178,600 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#10-183,10,183,available,38 Sqm,"$59,800 - 15 Years
$71,800 - 20 Years
$81,600 - 25 Years
$89,700 - 30 Years
$96,600 - 35 Years
$102,400 - 40 Years
$107,300 - 45 Years
$179,400 - 99 Years"
102A,2-Room Flexi (Short Lease/99-Year Lease),#11-183,11,183,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#12-183,12,183,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#13-183,13,183,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#14-183,14,183,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#04-185,04,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#05-185,05,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#06-185,06,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#07-185,07,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#08-185,08,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#09-185,09,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#10-185,10,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#11-185,11,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#12-185,12,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#13-185,13,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#14-185,14,185,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#04-187,04,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#05-187,05,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#06-187,06,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#07-187,07,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#08-187,08,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#09-187,09,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#10-187,10,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#11-187,11,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#12-187,12,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#13-187,13,187,booked,,
102A,2-Room Flexi (Short Lease/99-Year Lease),#14-187,14,187,booked,,
102A,4-Room,#01-173,01,173,available,93 Sqm,"$445,300"
102A,4-Room,#02-173,02,173,available,93 Sqm,"$462,700"
102A,4-Room,#03-173,03,173,available,93 Sqm,"$476,000"
102A,4-Room,#04-173,04,173,available,93 Sqm,"$480,500"
102A,4-Room,#05-173,05,173,available,93 Sqm,"$485,000"
102A,4-Room,#06-173,06,173,booked,,
102A,4-Room,#07-173,07,173,available,93 Sqm,"$492,000"
102A,4-Room,#08-173,08,173,available,93 Sqm,"$495,500"
102A,4-Room,#09-173,09,173,booked,,
102A,4-Room,#10-173,10,173,available,93 Sqm,"$498,300"
102A,4-Room,#11-173,11,173,available,93 Sqm,"$499,700"
102A,4-Room,#12-173,12,173,available,93 Sqm,"$501,100"
102A,4-Room,#13-173,13,173,available,93 Sqm,"$502,500"
102A,4-Room,#14-173,14,173,available,93 Sqm,"$503,900"
102A,4-Room,#15-173,15,173,available,93 Sqm,"$505,300"
102A,4-Room,#16-173,16,173,available,93 Sqm,"$505,300"
102A,4-Room,#02-175,02,175,available,93 Sqm,"$462,700"
102A,4-Room,#03-175,03,175,available,93 Sqm,"$476,000"
102A,4-Room,#04-175,04,175,available,93 Sqm,"$484,900"
102A,4-Room,#05-175,05,175,available,93 Sqm,"$493,800"
102A,4-Room,#06-175,06,175,available,93 Sqm,"$497,300"
102A,4-Room,#07-175,07,175,available,93 Sqm,"$500,800"
102A,4-Room,#08-175,08,175,booked,,
102A,4-Room,#09-175,09,175,available,93 Sqm,"$505,700"
102A,4-Room,#10-175,10,175,available,93 Sqm,"$507,100"
102A,4-Room,#11-175,11,175,available,93 Sqm,"$508,500"
102A,4-Room,#12-175,12,175,booked,,
102A,4-Room,#13-175,13,175,available,93 Sqm,"$511,300"
102A,4-Room,#14-175,14,175,available,93 Sqm,"$512,700"
102A,4-Room,#15-175,15,175,available,93 Sqm,"$514,100"
102A,4-Room,#16-175,16,175,booked,,
102A,4-Room,#01-189,01,189,available,93 Sqm,"$440,900"
102A,4-Room,#02-189,02,189,available,97 Sqm,"$478,700"
102A,4-Room,#03-189,03,189,booked,,
102A,4-Room,#04-189,04,189,available,97 Sqm,"$487,700"
102A,4-Room,#05-189,05,189,booked,,
102A,4-Room,#06-189,06,189,booked,,
102A,4-Room,#07-189,07,189,booked,,
102A,4-Room,#08-189,08,189,booked,,
102A,4-Room,#09-189,09,189,booked,,
102A,4-Room,#10-189,10,189,booked,,
102A,4-Room,#11-189,11,189,booked,,
102A,4-Room,#12-189,12,189,booked,,
102A,4-Room,#13-189,13,189,booked,,
102A,4-Room,#14-189,14,189,booked,,
102A,4-Room,#15-189,15,189,booked,,
102A,4-Room,#16-189,16,189,booked,,
102A,4-Room,#01-191,01,191,available,93 Sqm,"$440,900"
102A,4-Room,#02-191,02,191,available,97 Sqm,"$478,700"
102A,4-Room,#03-191,03,191,available,97 Sqm,"$483,200"
102A,4-Room,#04-191,04,191,booked,,
102A,4-Room,#05-191,05,191,available,97 Sqm,"$492,200"
102A,4-Room,#06-191,06,191,booked,,
102A,4-Room,#07-191,07,191,booked,,
102A,4-Room,#08-191,08,191,booked,,
102A,4-Room,#09-191,09,191,booked,,
102A,4-Room,#10-191,10,191,booked,,
102A,4-Room,#11-191,11,191,booked,,
102A,4-Room,#12-191,12,191,booked,,
102A,4-Room,#13-191,13,191,booked,,
102A,4-Room,#14-191,14,191,booked,,
102A,4-Room,#15-191,15,191,booked,,
102A,4-Room,#16-191,16,191,booked,,
102A,4-Room,#02-193,02,193,available,97 Sqm,"$478,700"
102A,4-Room,#03-193,03,193,available,97 Sqm,"$483,200"
102A,4-Room,#04-193,04,193,available,97 Sqm,"$487,700"
102A,4-Room,#05-193,05,193,booked,,
102A,4-Room,#06-193,06,193,booked,,
102A,4-Room,#07-193,07,193,booked,,
102A,4-Room,#08-193,08,193,booked,,
102A,4-Room,#09-193,09,193,booked,,
102A,4-Room,#10-193,10,193,booked,,
102A,4-Room,#11-193,11,193,booked,,
102A,4-Room,#12-193,12,193,booked,,
102A,4-Room,#13-193,13,193,booked,,
102A,4-Room,#14-193,14,193,booked,,
102A,4-Room,#15-193,15,193,booked,,
102A,4-Room,#16-193,16,193,booked,,
102A,4-Room,#02-195,02,195,available,97 Sqm,"$487,900"
102A,4-Room,#03-195,03,195,available,97 Sqm,"$492,400"
102A,4-Room,#04-195,04,195,available,97 Sqm,"$496,900"
102A,4-Room,#05-195,05,195,booked,,
102A,4-Room,#06-195,06,195,booked,,
102A,4-Room,#07-195,07,195,booked,,
102A,4-Room,#08-195,08,195,booked,,
102A,4-Room,#09-195,09,195,booked,,
102A,4-Room,#10-195,10,195,booked,,
102A,4-Room,#11-195,11,195,booked,,
102A,4-Room,#12-195,12,195,booked,,
102A,4-Room,#13-195,13,195,booked,,
102A,4-Room,#14-195,14,195,booked,,
102A,4-Room,#15-195,15,195,booked,,
102A,4-Room,#16-195,16,195,booked,,
102A,4-Room,#02-197,02,197,available,97 Sqm,"$478,700"
102A,4-Room,#03-197,03,197,available,97 Sqm,"$483,200"
102A,4-Room,#04-197,04,197,available,97 Sqm,"$496,900"
102A,4-Room,#05-197,05,197,booked,,
102A,4-Room,#06-197,06,197,booked,,
102A,4-Room,#07-197,07,197,booked,,
102A,4-Room,#08-197,08,197,booked,,
102A,4-Room,#09-197,09,197,booked,,
102A,4-Room,#10-197,10,197,booked,,
102A,4-Room,#11-197,11,197,booked,,
102A,4-Room,#12-197,12,197,booked,,
102A,4-Room,#13-197,13,197,booked,,
102A,4-Room,#14-197,14,197,booked,,
102A,4-Room,#15-197,15,197,booked,,
102A,4-Room,#16-197,16,197,booked,,
102A,4-Room,#02-199,02,199,available,93 Sqm,"$449,500"
102A,4-Room,#03-199,03,199,available,93 Sqm,"$454,000"
102A,4-Room,#04-199,04,199,available,93 Sqm,"$467,300"
102A,4-Room,#05-199,05,199,available,93 Sqm,"$471,800"
102A,4-Room,#06-199,06,199,available,93 Sqm,"$475,300"
102A,4-Room,#07-199,07,199,available,93 Sqm,"$478,800"
102A,4-Room,#08-199,08,199,available,93 Sqm,"$486,700"
102A,4-Room,#09-199,09,199,available,93 Sqm,"$492,500"
102A,4-Room,#10-199,10,199,booked,,
102A,4-Room,#11-199,11,199,available,93 Sqm,"$495,300"
102A,4-Room,#12-199,12,199,available,93 Sqm,"$496,700"
102A,4-Room,#13-199,13,199,booked,,
102A,4-Room,#14-199,14,199,available,93 Sqm,"$499,500"
102A,4-Room,#15-199,15,199,available,93 Sqm,"$500,900"
102A,4-Room,#16-199,16,199,booked,,
102A,4-Room,#01-201,01,201,available,93 Sqm,"$432,100"
102A,4-Room,#02-201,02,201,available,93 Sqm,"$458,300"
102A,4-Room,#03-201,03,201,available,93 Sqm,"$462,800"
102A,4-Room,#04-201,04,201,available,93 Sqm,"$467,300"
102A,4-Room,#05-201,05,201,available,93 Sqm,"$471,800"
102A,4-Room,#06-201,06,201,available,93 Sqm,"$475,300"
102A,4-Room,#07-201,07,201,available,93 Sqm,"$478,800"
102A,4-Room,#08-201,08,201,booked,,
102A,4-Room,#09-201,09,201,booked,,
102A,4-Room,#10-201,10,201,available,93 Sqm,"$493,900"
102A,4-Room,#11-201,11,201,booked,,
102A,4-Room,#12-201,12,201,booked,,
102A,4-Room,#13-201,13,201,available,93 Sqm,"$498,100"
102A,4-Room,#14-201,14,201,available,93 Sqm,"$499,500"
102A,4-Room,#15-201,15,201,available,93 Sqm,"$500,900"
102A,4-Room,#16-201,16,201,available,93 Sqm,"$500,900"
102B,3-Room,#04-205,04,205,available,68 Sqm,"$333,000"
102B,3-Room,#05-205,05,205,available,68 Sqm,"$339,100"
102B,3-Room,#06-205,06,205,available,68 Sqm,"$341,600"
102B,3-Room,#07-205,07,205,available,68 Sqm,"$344,100"
102B,3-Room,#08-205,08,205,available,68 Sqm,"$346,600"
102B,3-Room,#09-205,09,205,available,68 Sqm,"$347,600"
102B,3-Room,#10-205,10,205,available,68 Sqm,"$348,600"
102B,3-Room,#11-205,11,205,available,68 Sqm,"$349,600"
102B,3-Room,#12-205,12,205,booked,,
102B,3-Room,#13-205,13,205,available,68 Sqm,"$351,600"
102B,3-Room,#14-205,14,205,available,68 Sqm,"$352,600"
102B,3-Room,#15-205,15,205,available,68 Sqm,"$353,600"
102B,3-Room,#16-205,16,205,booked,,
102B,3-Room,#04-207,04,207,available,68 Sqm,"$327,000"
102B,3-Room,#05-207,05,207,available,68 Sqm,"$330,000"
102B,3-Room,#06-207,06,207,available,68 Sqm,"$332,500"
102B,3-Room,#07-207,07,207,available,68 Sqm,"$335,000"
102B,3-Room,#08-207,08,207,available,68 Sqm,"$337,500"
102B,3-Room,#09-207,09,207,available,68 Sqm,"$338,500"
102B,3-Room,#10-207,10,207,booked,,
102B,3-Room,#11-207,11,207,available,68 Sqm,"$340,500"
102B,3-Room,#12-207,12,207,available,68 Sqm,"$341,500"
102B,3-Room,#13-207,13,207,available,68 Sqm,"$342,500"
102B,3-Room,#14-207,14,207,available,68 Sqm,"$343,500"
102B,3-Room,#15-207,15,207,booked,,
102B,3-Room,#16-207,16,207,available,68 Sqm,"$344,500"
102B,3-Room,#04-221,04,221,available,68 Sqm,"$330,000"
102B,3-Room,#05-221,05,221,available,68 Sqm,"$336,100"
102B,3-Room,#06-221,06,221,available,68 Sqm,"$338,600"
102B,3-Room,#07-221,07,221,booked,,
102B,3-Room,#08-221,08,221,available,68 Sqm,"$343,600"
102B,3-Room,#09-221,09,221,available,68 Sqm,"$344,600"
